StartDate,EndDate,duration,precinct,pres,senate,congress,q1,recall2020,econ_usa,econ_md,biden,moore,votereason,issues,issue_other,trustgov,women,prolife,fav_dem,fav_rep,fav_court,fav_media,pid7,ideo,age,gender,gender_other,race,news,news_other,relig,hhinc,edu,residency,urban
10/29/2024 12:58,10/29/2024 13:01,153,2,1,1,2,1,2,3,3,2,1,1,"1,3,10",,2,4,1,80,20,30,50,5,2,2,2,,4,"1,3,8,5",,3,4,5,1,2
10/29/2024 13:03,10/29/2024 13:07,206,2,2,2,1,2,2,5,5,5,4,2,"1,2,7,3,4,8,10,11,13",Morality of candidates,3,5,2,0,80,90,,1,5,6,1,,1,"1,5,6",,5,5,3,2,2
10/29/2024 12:48,10/29/2024 13:15,1646,2,1,1,2,1,2,4,2,2,1,2,"1,2,7,3,4,5,6,8,9,11,12",,2,3,2,100,0,20,40,6,3,6,2,,4,"1,8,4",,5,8,2,4,1
10/29/2024 13:11,10/29/2024 13:16,318,2,1,1,2,1,1,4,3,2,2,1,"1,2,7,3,5,8,9,10,12",,2,2,1,70,30,40,40,6,2,4,2,,4,"1,2,8,5",,5,3,5,2,2
10/29/2024 13:10,10/29/2024 13:18,508,2,1,1,2,1,2,4,4,2,1,1,"1,2,3,5,8,9,10,11",,2,3,1,,50,30,30,6,2,4,1,,4,"1,3,8,4",,3,5,3,5,2
10/29/2024 13:21,10/29/2024 13:28,405,2,1,1,5,1,2,4,4,2,2,3,"1,2,7,3,5,6,8,9,10,11,12",,2,3,1,,0,30,30,7,2,5,2,,4,8,,4,4,3,3,2
10/29/2024 13:21,10/29/2024 13:30,540,2,1,1,2,1,1,2,2,2,2,3,"1,5,9,11",,2,3,1,70,10,20,20,7,2,6,2,,1,3,,2,5,6,2,2
10/29/2024 13:39,10/29/2024 13:43,235,2,1,1,2,1,2,3,3,1,1,2,"1,2,7,6,11",,1,1,1,100,,,,6,1,5,2,,4,1,,2,5,2,2,2
10/29/2024 13:40,10/29/2024 13:43,222,2,1,1,2,1,2,4,4,3,1,1,"1,2,9,12",,2,4,1,90,0,,30,2,2,1,2,,4,"1,3,8,5",,4,3,3,1,1
10/29/2024 13:40,10/29/2024 13:49,546,2,1,1,2,1,5,4,4,3,3,5,"1,4,8,9,12,13",,4,4,1,60,0,,20,4,2,1,3,,4,"1,8,6,7",,1,5,2,1,1
10/29/2024 13:48,10/29/2024 13:53,284,2,1,1,2,1,2,1,2,1,1,2,"1,3,6,9,12",,2,4,1,80,0,30,50,5,3,5,2,,1,"1,2,5",,1,5,6,2,2
10/29/2024 13:48,10/29/2024 13:53,287,2,1,1,2,1,1,4,3,2,3,2,"1,3,12",,2,4,1,100,0,20,0,7,2,3,2,,4,"1,3,8,4,5,6,7",Podcast ,4,4,6,1,1
10/29/2024 14:19,10/29/2024 14:24,315,4,4,1,2,2,2,4,4,5,3,1,"4,6,9",,3,2,3,,,30,0,4,3,4,1,,4,"4,5",,4,4,6,5,2
10/29/2024 14:20,10/29/2024 14:27,421,2,1,1,2,2,2,3,4,3,2,1,"1,2,7,3,4,6,8,9,11,12",,4,5,2,80,10,70,30,6,3,2,1,,4,"1,8,6",,4,2,3,1,2
10/29/2024 14:24,10/29/2024 14:27,182,4,1,1,2,1,2,4,4,3,3,2,"1,7,3,8,9,11,12",,3,1,1,80,20,,,6,3,3,2,,"4,6",1,,2,4,4,2,2
10/29/2024 14:01,10/29/2024 14:28,1618,2,1,1,2,1,2,3,2,2,1,2,"1,2,7,3,4,5,6,8,9,10,11,12",,2,1,1,100,0,20,0,6,3,4,2,,4,3,,5,5,6,3,2
10/29/2024 14:26,10/29/2024 14:29,154,4,1,1,2,1,1,2,2,4,1,1,"1,3,5,13",Social justice,3,4,1,70,0,10,10,7,1,1,3,,"1,9","1,4,5,6,7",Google News feed,1,1,4,5,2
10/29/2024 14:24,10/29/2024 14:32,490,4,1,6,2,1,2,1,3,2,1,2,"1,2,3,4,5,6,9,10,11,12",,2,4,2,90,10,10,80,7,1,5,1,,1,"3,8,5",,1,5,6,3,2
10/29/2024 14:32,10/29/2024 14:36,253,2,1,1,2,1,2,3,3,2,1,1,"1,2,7,5,9,10,12",,2,4,1,80,20,30,10,6,2,2,2,,4,"1,2",,2,2,6,2,2
10/29/2024 14:34,10/29/2024 14:37,231,2,1,1,2,1,2,3,3,3,2,1,"1,2,7,3,4,5,6,8,9,10,11,12,13",,2,2,1,100,0,,,6,4,3,1,,4,"1,3,8",,2,5,3,5,2
10/29/2024 14:07,10/29/2024 14:43,2152,2,1,1,2,1,5,4,3,3,1,2,"1,2,7,4,9,10,12",,4,4,1,50,10,0,0,5,3,1,2,,4,"1,3,4,6",,1,8,3,3,1
10/29/2024 13:57,10/29/2024 14:51,3236,2,1,1,2,1,2,4,3,3,3,1,"3,5,11,12",,2,4,1,100,0,50,50,6,2,3,2,,4,"3,8",,4,7,5,2,2
10/29/2024 14:48,10/29/2024 14:51,174,4,1,1,2,1,2,4,4,3,3,5,"1,2,7,3,9",,2,4,1,0,0,0,0,4,3,3,2,,4,"3,8,5",,5,3,6,5,2
10/29/2024 14:43,10/29/2024 14:52,552,2,1,1,2,2,2,4,4,2,2,1,"7,3,4,5,6,9,10,11,12",,2,3,1,90,0,20,30,6,3,3,2,,4,"1,8",,5,5,6,3,2
10/29/2024 14:45,10/29/2024 14:52,420,4,1,2,2,1,1,3,3,3,2,1,"1,3,4,5,11,12",,2,3,1,80,10,40,30,7,2,5,2,,1,"1,5,6",,2,5,4,2,2
10/29/2024 14:49,10/29/2024 14:53,232,1,1,1,2,1,1,4,3,2,2,1,"1,2,5,9,10,11",,2,1,1,90,0,,,6,2,1,1,,9,"1,2,3",,2,8,3,5,2
10/29/2024 14:49,10/29/2024 14:53,208,4,2,2,1,2,1,5,5,5,4,2,"4,5,11",,4,4,2,0,100,100,0,1,4,6,1,,6,5,,1,1,6,2,2
10/29/2024 14:51,10/29/2024 14:53,130,4,1,1,2,1,5,3,3,2,2,2,"1,7,3,5,8,9,10,11,12",,2,4,1,100,0,20,60,7,1,1,2,,1,"1,8",,1,5,3,1,2
10/29/2024 14:52,10/29/2024 14:55,170,1,1,2,2,1,2,3,3,2,1,1,"3,5,8,9,10",,2,4,1,80,10,20,70,5,3,4,1,,1,"2,3,8",,2,4,5,1,2
10/29/2024 14:49,10/29/2024 14:55,377,2,1,1,5,1,2,3,3,3,2,2,"1,2,8,9,10,11,12",,2,4,1,90,30,30,60,6,3,5,2,,4,"1,3,8",,2,6,5,2,2
10/29/2024 14:50,10/29/2024 14:57,420,1,1,1,2,1,6,3,3,2,2,1,"1,2,3,4,8,10,11,12",,2,4,1,90,40,30,,6,1,4,2,,4,3,,2,6,6,2,2
10/29/2024 14:52,10/29/2024 14:57,275,1,1,1,2,1,2,4,4,4,3,2,"1,2,7,3,4,5,6,8,9,10,11,12",,4,3,1,60,10,20,0,4,1,2,1,,4,"1,2,4",,1,2,3,2,2
10/29/2024 14:56,10/29/2024 14:59,182,1,1,2,2,1,4,,,,,,"1,2,3,8,9,10,11",,2,4,1,100,0,0,60,7,3,6,2,,1,"1,2",,1,6,5,2,2
10/29/2024 14:55,10/29/2024 15:01,386,1,1,1,2,1,2,4,4,3,2,1,"1,2,7,3,5,6,8,9,10,11,12",,3,4,1,60,,,,6,2,2,2,,4,"1,3,8,4,5,6",,2,3,4,2,2
10/29/2024 14:57,10/29/2024 15:02,284,1,1,1,2,1,1,3,3,5,2,3,"1,5,6,13",Palestine,3,3,1,30,0,20,30,4,1,2,1,,"1,9","1,4,5,6",,2,2,5,1,2
10/29/2024 14:51,10/29/2024 15:02,672,2,1,1,2,1,4,3,4,4,3,2,"2,8,9,12",,2,1,1,100,50,60,60,5,3,3,1,,4,"1,4,5",,2,2,2,3,2
10/29/2024 14:58,10/29/2024 15:03,273,1,2,2,1,2,5,5,5,5,3,2,"1,3",,3,1,2,0,100,,0,1,5,1,2,,1,"3,8",,4,8,3,6,2
10/29/2024 14:59,10/29/2024 15:04,312,2,1,1,2,1,2,4,4,2,2,1,13,,2,4,1,100,0,,0,6,2,3,2,,4,"8,6",,2,6,6,4,2
10/29/2024 15:00,10/29/2024 15:04,293,1,1,1,2,1,2,1,1,1,3,1,"1,3,5,11",,2,4,1,100,0,0,60,3,2,6,2,,1,"2,3",,1,8,6,5,2
10/29/2024 15:00,10/29/2024 15:05,313,1,1,1,2,1,2,5,5,4,2,1,"2,3,8,10,11,12",,4,4,1,90,50,70,20,6,2,3,2,,4,"1,2,8,5,6",,1,7,5,3,2
10/29/2024 15:00,10/29/2024 15:06,369,1,1,1,2,1,6,3,3,3,2,1,"1,2,7,3,5,6,8,9,10,11,12",,2,4,1,80,30,30,20,5,3,3,1,,3,"2,3,4,7",Academic journals,2,7,5,1,2
10/29/2024 15:03,10/29/2024 15:06,163,1,1,1,2,1,2,2,3,3,3,1,"1,3,4,5,6,8,9,11,12",,2,3,1,70,30,60,30,5,2,3,2,,1,"1,2",,2,6,6,5,2
10/29/2024 15:02,10/29/2024 15:07,336,1,1,1,2,1,1,2,,3,2,5,"1,3,6,11,12,13","Healthcare, to save our country. ",2,4,1,60,0,0,20,7,1,3,2,,1,"1,2,7","Npr; independent journalists, ",1,8,5,2,2
10/29/2024 15:00,10/29/2024 15:08,442,1,1,1,2,1,1,2,3,3,2,1,"1,3,5,6,10,11,12",,2,3,1,90,80,30,60,7,2,5,2,,1,"1,2",,2,5,5,2,2
10/29/2024 15:06,10/29/2024 15:09,151,2,2,1,2,4,4,4,3,4,3,2,"2,3,4,10",,2,5,3,80,20,,,6,3,1,1,,4,"1,3,4,5",,4,2,4,3,2
10/29/2024 15:07,10/29/2024 15:10,154,1,1,1,2,1,6,2,2,2,1,1,"1,2,7,3,4,5,6,8,9,10,11,12",,2,3,1,90,0,20,40,7,2,2,1,,"9,3","1,2,3,6",,3,4,6,6,2
10/29/2024 15:08,10/29/2024 15:12,182,1,1,1,2,1,2,1,3,1,3,2,"1,3,4,5,9,11,12",,2,4,1,80,0,20,50,7,2,5,2,,1,"2,3,6",,2,5,6,2,2
10/29/2024 15:04,10/29/2024 15:12,461,1,1,1,2,1,2,3,3,2,3,2,"3,5,6,8,9,10,11",,2,2,1,70,10,20,20,5,3,5,1,,1,"2,5",,1,7,6,4,2
10/29/2024 15:04,10/29/2024 15:12,464,4,1,1,2,1,1,2,3,2,2,2,"1,2,3,4,5,6,9,11,12",,2,3,1,90,20,10,30,7,2,6,2,,1,"2,3,4,5",,2,2,6,4,2
10/29/2024 14:59,10/29/2024 15:14,884,2,1,1,2,1,2,1,1,1,1,2,"1,7,3,4,5,6,9,11,12",,2,3,1,100,0,0,50,2,3,4,2,,1,"1,8,5,7",Not fox ,4,7,6,1,2
10/29/2024 15:11,10/29/2024 15:14,190,4,1,1,2,1,2,1,1,1,1,1,"1,2,8,11,12",,2,4,1,100,20,20,40,7,2,4,2,,4,"1,3,8",,2,6,6,2,2
10/29/2024 15:12,10/29/2024 15:15,185,1,1,1,2,4,2,4,3,3,3,2,"1,2,7,3,9",,2,4,1,60,20,20,60,5,2,3,2,,4,"1,2,8,5",,1,5,5,5,2
10/29/2024 15:12,10/29/2024 15:15,214,1,1,1,2,4,5,4,4,3,3,1,"2,9,10,12",,2,2,3,,,,,,,,,,,,,,,,,
10/29/2024 15:10,10/29/2024 15:16,321,1,1,1,2,1,1,1,1,3,2,3,"1,3,5,6,9,12",,2,4,1,,0,0,20,,1,3,1,,1,"1,2,3,8,5,6",,2,6,6,2,2
10/29/2024 15:06,10/29/2024 15:18,718,1,1,2,2,1,5,4,4,3,2,1,"1,2,3,5,8,9,10,12",,2,4,1,80,20,20,20,4,2,1,2,,4,"1,3,8,4",,2,8,3,2,2
10/29/2024 15:15,10/29/2024 15:18,210,1,2,2,1,1,2,5,4,4,3,1,"1,2,4,6,8,10,11",,2,4,1,30,30,30,30,5,3,4,2,,1,"1,3,8",,2,3,2,1,2
10/29/2024 15:14,10/29/2024 15:19,312,1,1,3,2,1,5,5,4,4,3,1,"1,10",,2,2,1,100,,,,6,3,1,1,,4,"8,6",,2,1,3,6,1
10/29/2024 15:15,10/29/2024 15:20,292,1,1,1,2,1,6,4,4,3,1,2,"1,2,7,5,8,9,10,11,12",,3,4,1,80,20,,,7,1,3,2,,1,"1,2,5",,1,6,6,2,2
10/29/2024 15:17,10/29/2024 15:21,227,1,1,1,2,1,2,2,3,2,1,1,"1,7,5,6,9,11,12",,2,4,1,70,0,40,40,7,2,3,2,,4,"1,3,8,6",,2,3,3,2,2
